complex_id,source,protein_hash,length_aa
PAIR:294f868394e3e5589f78629b14ea34e696617b6ad9947ba26287c5f5dffe6d32,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:048eb8b6d4abbe50a8da6f86a671492fc4733b495686b13287460ed26eee22f7,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:1764c9f7cf8f458005f4f9cc9b22d02d49b721e05cf8957f153bf2ee0482e09a,NPInter binding-site,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:959d4187bc551e7c8d980975a9f5bb0afa5601af3a74409eb35f2e1553935718,NPInter binding-site,d50486ee0e1541e0b5cc55502add877912624ce009897e19c42ac0e1ca74c32a,463
PAIR:ade046e238b7f086a53cd02809d7377fedab5e7782ef526c78bc617388202476,NPInter binding-site,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:1f354cb2b42abafa016cb42f5bec8bb71bb64bd4103504e1428aa9186537e11b,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:3c6ad23793d503b42f1ae67a94c8702b8f85d4b8a94d8fd42bfbd1177918469f,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:c7ccbc924c08daed03a7b540e2af7b54cc7c70d6f18ca0cf9bb65dce288e00ef,NPInter 主表,83fff9e7321f503d1218bfc29e477268abb7de30e56a53a10ba3cf805b2fae6b,815
PDB:4ZT9,RCSB PDB,c169aaaa11c490a13ba63732c101b8fd15f152063c5f3094ef9d1417b91723f5,1369
PAIR:04ff12fa74ead168f58b9891d80e856657c53316a3ace9275fb4a45d7f3c6e6e,NPInter binding-site,d50486ee0e1541e0b5cc55502add877912624ce009897e19c42ac0e1ca74c32a,463
PAIR:92c3ffb6f4026624fde8ac3c55d28ade50d22807a637ca397cd8c1aa115b55d6,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:10abd309fff4986059cdbcd84410abbc520319089f4b9d26343e4979befed31a,NPInter binding-site,c32168aa26bc469504206e8370d57f8c5eb232d39d5b62fa5ff8d2890095f61d,690
PAIR:2d0b177cfba4c5470a94ece0fd7502bf6f4d553c9dec2d367defbdcb66409dbe,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:b3ec0f981c4e95b3562d9fd52b35ac8feedcd06ac24ae3fc063d690e9233e54f,NPInter binding-site,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:b246ff4a9cca6443a7d5ce446afa10ca2edb3dd547ee43053a7b3d4bdfe90bed,NPInter binding-site,e448a457dccb5dc800cc0e3e4b687a146423ea7e18231d08fa9f0de52d3eddb6,1118
PAIR:6ddd7260c294c576e749a5f75a523fd3540dfd06298c2e7f0d2c0a1062a39c9e,NPInter binding-site,bdde991a41ffa7f13aa88d9a8f16475198456ef2041a1b43efcdda931ef61269,825
PAIR:3cd7ed748ffe62604b82556adc5ebccb873fe8b3ed67b3d216ad5d285e1f25d3,NPInter 主表,fa0de7cf1c6f91ee9a32986ff319bbba15182740be154d150a142e0933eabef4,859
PAIR:4082f96bc6b90612a9535a6a109b174583a12ac538072b221a6a8eaf5351cebc,NPInter binding-site,a88214235ca79bf8fd1c4f06548d145a54ad9c349c90f4535279e4d93d47bd7d,724
PAIR:8cbaceda02647a886a9d7915e0f4546f89814e375c86d1e640ff45ea459cedbf,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:3e21f040b53b9aa1aaa6d32b9449ae0c4616bc4b52a20113aac709c4b322044c,NPInter 主表,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:3b8868a646a938e5289685961bfaea0d5ea4a6edd1dcb1997d41d7396a06422e,NPInter binding-site,04e940a5ebf0b96fc9faa1d8b38ce5273808c79190ab719e40a85726aa6605c3,329
PAIR:67b2ae0c3eca0d57cd391a4add5568ed0a458ba5e93c3b7e9cbb52a940b7cc7b,NPInter binding-site,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,306
PAIR:8c54bb0e82634bac28e97e69059b1b447bbbd3a54629d83a4275e5a0a67660cc,NPInter binding-site,78f16cac6a9641581d50061699f49acbea1d226148bf544f24a63c74bb63051a,156
PAIR:c75c3de47c4df27740625d6c3dfe7b4b7118921dffe62f490bde8a87c61fb5cc,NPInter binding-site,04e940a5ebf0b96fc9faa1d8b38ce5273808c79190ab719e40a85726aa6605c3,329
PAIR:0fc51b29ac6e2bbb05123790f10425b30e5b103b89ad7165833ca5c714275718,NPInter 主表,ce37d1d34d5c2df006d805a55259214093d9a4756e425044d49c03d4d3763d59,373
PAIR:c3a839e804f9191584d95146b45556309ca7d2fd95abbd22c19c6ff1ef88671c,NPInter binding-site,66f0c984b23f5b0d97e0e41f06e9e208e27b165f4936f1b79097098969e384de,730
PAIR:6c05c20d8bc87b6bac4fb7f57531be36bc7fdb13d629c9135cb530a42b2b26ff,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:d2841509e2bf8ebb21bbdfcb47a527934f13943b0d5fdf762baa1f961d2c6b6e,NPInter binding-site,d0ab90ec41dfb6e98da7a058eb1157f61190d5bddb6f07671e674e95f21efb3b,475
PAIR:7bda06dbd55f5af4a2be79dd586e27286764353bab6645b064853b4c17018d19,NPInter 主表,b8f8a175d7403684fd385be012e3e43d33dcda33659089ea7eac2a2d8147e92e,443
PAIR:a5c98ece80ecaac25b16987f11b6aeb0b7be97c6ed2015d6c050723181446969,NPInter binding-site,aab0c76ff7fdae28f6d15b03443a997f6fbc7bc2c273a07a5fef73bf60c1910f,557
PAIR:2ee19f689885150f327b292d5cd69e4a66ba1ebccbd1f97425e09769f1d99e25,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:cbd64a344505c16b0427e322ce7bfdc2f757b392da79cc156376003f18ac4fce,NPInter 主表,72d8d68f6efa5b8d5ade4b8102589c310eaa34c382913d2db4228f2fac459841,1246
PAIR:30cec806f043723236143691cc472f5859e0739d2c744c5b262f357be991fc79,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:11cb3e5e85fbe576feb9a25dd74c5b682a0af8ea8cfc1ae685ec8f67e0f75eaa,NPInter binding-site,471e95563918082caec3b5cd193f78c72a43ca7535721f27e3f371d0ff5454a1,1374
PAIR:9dccae02b72c6e9457eb1444a5951e7b4c264571ed09129d812a6b9913f1e8be,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:29fd15888e8f6343ceb3fa4351258b2efd38ac7cc969f305e63a054eb63801b2,NPInter 主表,d0ab90ec41dfb6e98da7a058eb1157f61190d5bddb6f07671e674e95f21efb3b,475
PAIR:eb37782be2f1f28a2843d11ea7f2d6b87cb7263fb4f8793afb7ded60fc8533e6,NPInter binding-site,0ac226c1624f0a1afc89ff3f2dcac364bc6a7716762d362dcfdc01538e620eb7,240
PAIR:2b9ff1db824e4f39289f2c7a3e4afa04ddbbff94332158211fc75896a931f8f6,NPInter 主表,14ee69b1a19a03372946f30cbf7f3656100e0be94e39f5b9ea9fb6e301e86081,930
PAIR:9f05651b969decdf1ba702587fd027990970dea519a0fc5cb667697552216145,NPInter 主表,098f61e386b868d4c07b9c7abe66aa22c3eaea7e9757060671eeb0aa43254b15,857
PAIR:0cb7232d067740c3c2ea5473d05e779dd74146d212f5ea600286e61547ae5f6b,NPInter binding-site,75078f3a53de34edd93133af165bd3d5246d26dddb31ce2037c8b11ac97791bf,248
PAIR:10e7cc7c1b82a16bb8eead1df1303cf3dee4014bbcaed8a99a40a259044b8ee9,NPInter binding-site,b34ccf4be38dfe0eef956880c189a1de0e74db1de145eaf43853d62ac5f61f36,172
PAIR:0a89c69e2140f9fc579f7767b3084e984afbd4d2e718187e8040249d3c84f3f6,NPInter 主表,176d791e481cb2e52737cdb1c14695e77230ac61d5bc893adc543d095b381d79,366
PAIR:a43d1e29bf377c8c78dee8092527e4d5a3035895b2299116f39a2fae6d29116a,NPInter binding-site,e448a457dccb5dc800cc0e3e4b687a146423ea7e18231d08fa9f0de52d3eddb6,1118
PAIR:9fbf7903b559a153d65f9a2c0a62cce3f4adca0e77f1d4285c9ddd2399990572,NPInter 主表,654ee85187355b550d5edfa16ead15f1d2a95a877a3e61c8840411f33709e83c,1034
PAIR:71801b2eb3d7c34d1a97a5973c354488923156c609c4652d392635b1946a0abe,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:0c2ebf09ab0c4fd2015de93fa11de9434332c68206a1a797958856d251ecfa08,NPInter 主表,27de9ad3831d4b8712fea8c5edcf7f89de9b16d915e147994419b6874c948f88,386
PAIR:d0375da70d8162868369f625f91e8c27f3fab4d6e64b7d42d6ceeabfa5bdb030,NPInter binding-site,205c68016d18020775123bd260c1e56d2781094bb7da8f69639b85c3a6a52c0c,1123
PAIR:d21d971d5e4fe40009694564e35a60aa9725db473298a1dbb4ca59b6a95974ce,NPInter 主表,fd19b5ff83afac35c7eb51d5e79d6991972944391afa5d875bf60ac155f40089,471
PAIR:8da88b667cdbf5be4042b04dc1b71d00d8565cda8106c85a2d15116badb169ee,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:498b56b5ad1e907bbdc036ea28174376aee1c39c0123f79b4ba811e2fcce16be,NPInter 主表,e295146d6988d3c1648023ff523b8c0f0979e2088ebf7a8b266bdcb2193f6ad2,810
PAIR:3873040a7b35287b252689281e1f7d26b084671436061ddecb0b1d1c850c650b,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:75b2506e2b5756f4debdd314d1f17955d7a95ed36c80d5f384aa1d391cebbd74,NPInter 主表,f049a83b779ddf5546c297be84895f932f935ffbf729bd8e755ae14bf3793f3f,238
PAIR:5618d04fa76b16e3b3e113f71d412334560ad811f3e1ee8ab7a21f02ace409c4,NPInter binding-site,d50486ee0e1541e0b5cc55502add877912624ce009897e19c42ac0e1ca74c32a,463
PAIR:8a948d73ce843dcaed2b0238df9b0576d617adb1b5bde9c1a7aafae311aa580e,NPInter binding-site,fd19b5ff83afac35c7eb51d5e79d6991972944391afa5d875bf60ac155f40089,471
PAIR:2bce10bdc517bed32a75edf54263af504847e35beb70ca56edd40022dd5443fa,NPInter 主表,176d791e481cb2e52737cdb1c14695e77230ac61d5bc893adc543d095b381d79,366
PAIR:5ea89f6e7a84e13483a404a4d0ad17937781528d9c4a22c42dbf3ce105e7d6dd,NPInter binding-site,022c267c8428b62788b29f05279a1243080b944a7d58045a0c103edd1af36027,505
PAIR:c66e85a49fffd8b6ae3c307061366d97e414456bb391b79333614d8ffdb26347,NPInter binding-site,b2043073f73f5e619b44997fa53feff83f5b1330f516a6efd0e0046872c461b9,754
PAIR:c3f473b135175b9ad861ac9c1d9e2d91abd2f4091af937a77eb0c35e92cc73ed,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:619124158b3d790b637539dfbffe75f803d93ae29b955e09e4ff28514ca534bb,NPInter binding-site,f4773c1f8040890d506a167b70759e2a084bbfa1c1606db2ba105c4878e4c798,579
PAIR:1da7e303613f09047fd3c956435f94f67c6ba0a0e075c9fe63fbd009f2941d70,NPInter binding-site,bdde991a41ffa7f13aa88d9a8f16475198456ef2041a1b43efcdda931ef61269,825
PAIR:309fa0d1a385e2a2eedcc0600187405082047096a445832ebd8b6692908184ca,NPInter 主表,f4773c1f8040890d506a167b70759e2a084bbfa1c1606db2ba105c4878e4c798,579
PAIR:ff0dcd50ab450d39988b1316716a10bf8ca54157872d40d8d235e09c00042a7e,NPInter binding-site,070ee8283d84b7963db0400e059a9f5e768628e5f4625101953ccb162f66ed69,1082
PAIR:97f78ca703b7fd6e4f2ebad1be470862c78ab3c0ad85e9cfc8f665bcec9f55c8,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:7f3727b81f292a06c484b5611bb60ed17fb4fe766a1694966830cd5df6dbcc33,NPInter binding-site,9c52d7f528d3178e9217812f5b499c275e31f45c0f63d9e02ede37798c3a9a09,538
PAIR:95958550fac79c109d206167c8f10f1f6d85b1b71104056d4a00c3b8768e7e13,NPInter 主表,fd19b5ff83afac35c7eb51d5e79d6991972944391afa5d875bf60ac155f40089,471
PAIR:65e324a52e0c77b3345bf924bcb802db2be5512a69a9667ab84e63d026931524,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:64c8e759158001a4b6d869dbb240685f42d7638e59390222afdee6f4f363fba3,NPInter 主表,c5e427829de9c231bddfb5f5c2e6e57b8486424a76f39c5fc391f17f1b944bb8,699
PAIR:d5f3302f2b9af258a21c0922f1aa5085916b592df2dc067292ce7ab82cbba251,NPInter 主表,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:16e14b6fe4299c7fa0ec511e21137d82ec248e8fe3067f4087ce3665c3a222e0,NPInter binding-site,1de29d2a5450b57954d6324ba900569207a68bcd2f7c3e2e316ea1be2b8efac2,360
PAIR:5f13b03a2519487910c29eb4ea51fbce3440985c7dda5f9f47aa729d184241db,NPInter 主表,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,306
PAIR:84341790d0dcc718114f84aae8986986ddca91ad9d024b7bb4a1e51735b0e1c2,NPInter 主表,9e62ed7fce0b01304350ed65fe685158bd77a0e9365e63398834a250c6394d1e,577
PAIR:ba6e4025e28bc4c67f8ed5ba1d5e7665d64d8399492dd3ce45546617c12b15e4,NPInter binding-site,8b6e6bfa915a530a1d8ce532ba96efea2b2697974b57e76114de04c1d8f61622,384
PAIR:d8f3a4a575c6c53bedb362b70c40d1b153473c0b42038d68419771dadca4779a,NPInter binding-site,04e940a5ebf0b96fc9faa1d8b38ce5273808c79190ab719e40a85726aa6605c3,329
PAIR:6ef37c6b915d25a3a2a33139e20d32fe270ae138fe72abb88cf0ea59fe4aa6fd,NPInter binding-site,6fdde755cd85ee77cc362fbc3aec77de2241b8a5ab87def53d424a3f115071c8,710
PAIR:9f38f7b8b98b24c213c979b1deec2f29b1fab724187c31c6f0c51e6446683c17,NPInter 主表,ce37d1d34d5c2df006d805a55259214093d9a4756e425044d49c03d4d3763d59,373
PAIR:75f60f950ec17689cfaf601b47a80f2cf465423f3767cede3e0f371d0ce15006,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:04f82db465469d6910438dce850dc95c826dce16ed9f6c79161ad6e6dbf36e06,NPInter binding-site,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:ab7209a52ac2bcba95683e09ebab9d97f578e46dddde40e0415c47d7b4e504b0,NPInter 主表,3f9af6907ab151112248497b3aad251d993cc9c76a2ff8a6b5c7bdaacadba840,341
PAIR:58c9bd7fb478904d87fe05bb337280048630dc4b2cfe2bee657816809dd69026,NPInter 主表,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:b522fc49798dfd5e50afa9f2bbc22e0fbc75b6b5d34c866a9bc14935ae2ac968,NPInter binding-site,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:1785ead74e3db10400f67a6be6c455ac28f5e15a9214fb3a2caa74af9f7094f9,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:6c34aa353e564710866c2d0f083644f29f7a7e3cea7be7702005747319e948f1,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:61965a7d0f8dbad8137a14f7200c9fb69f6bbf40b19a77d4ea2bf7340fd62d09,NPInter 主表,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:dc30b192ad59a9d9f7a527775fba07504c3bd0f04554e0534970f964d09f202e,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:9dcc50b3175d56657576ed631adc88cadbae928bbd40fb36e1bbd12c9a7f5b43,NPInter 主表,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:c0a5d4ebfe3178abcecc01aaa2cb3901511fb4b375c7a7f0818b3b399931a3ec,NPInter binding-site,f4773c1f8040890d506a167b70759e2a084bbfa1c1606db2ba105c4878e4c798,579
PAIR:26c7fd1f893f36efc92c16d4469594400b2105be6603bbecb33724abf4f1e8a9,NPInter binding-site,f4851453d4de4ed2f0aea46c1a82752be0139b026f62c7aa7875fff0028414d6,953
PAIR:c0833783779897da6520a1e0912fccea31890e97c18172a375007421c2be27ac,NPInter 主表,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:f42049cef7ac6d1af609733e70af286715fd322d0f3c793f0817804fef6f7fca,NPInter 主表,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:ec15f337966a4849bd25d064a8f3d37888d50b3592bfd8956b5f90ed6ae3eefb,NPInter 主表,72d8d68f6efa5b8d5ade4b8102589c310eaa34c382913d2db4228f2fac459841,1246
PAIR:f33458f0a6e97660e85448555b6523cf0e914e5d9c548d421ee06154733520d4,NPInter binding-site,72d8d68f6efa5b8d5ade4b8102589c310eaa34c382913d2db4228f2fac459841,1246
PAIR:194dd68c751b43f7c0a485bbda787e71f81f2890ef52d7f40e9eb802a5ef4c87,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:a3ce1c21f5c91a76897018763b23f3da08a72a112e79cc23caeaf60c6c67f7a1,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:116067a92158969fd8bd5c98ccd0a6a380b334f5d67f35d91118157bc28d1340,NPInter 主表,505b9fff46cfd07019766c1534281c37f408532d0acc4d7698c5281af0529355,486
PAIR:7f93454ff0a46007c2cc7820f6525eec7fd874304328632353ecf7823d652131,NPInter binding-site,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:2a24949c5ee939fdc30181b9a905e4bfb32cc68b68203b3ce7e1ec428401a17c,NPInter binding-site,bdde991a41ffa7f13aa88d9a8f16475198456ef2041a1b43efcdda931ef61269,825
PAIR:e3ce44349f733384bb9b39c52be10070a1ab854312b1a0a3dbc3612dbfd14f94,NPInter 主表,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:2ed8f3e923908aedc57790ad7a16f5c4469bed389099c71dc1d3df487ce6ae73,NPInter binding-site,38007c86c8964651573614630370c28d12e674fbbfd29ef28f32aad9ff298b37,894
PAIR:f92945f2cb486c9759c391a9e597d27837fc563f6cb5d9178ebd93675cb5c1e8,NPInter binding-site,bdde991a41ffa7f13aa88d9a8f16475198456ef2041a1b43efcdda931ef61269,825
PAIR:cdd98699bebfdee905630466600ad7ab35f06446f01fa020c2ac6a69c4a78204,NPInter binding-site,870ae94170315b2a215d01f49aef0e59f0022145798d3431d0eb2612cb3bb87d,977
PAIR:7e1324d44569643d21da2c04233102eea13febff7dffd1b21b74c41a32f156bc,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:ec6b7fc2851a4a37f5a35981d45160b8eff989663ab5a24d3bdbe1f1ca087beb,NPInter 主表,b2043073f73f5e619b44997fa53feff83f5b1330f516a6efd0e0046872c461b9,754
PAIR:2d6a541ba733a68e47f8eace283ca62800f63bfee11fd7f43beff04ffe385988,NPInter binding-site,b88c2444ebf7a4983eb5d42f0e911a7c726767ab25d09aeaf5a7b0b760e820eb,662
PAIR:d1b497814a37eb1f73a783ad90f1303de992d20665bc10e322e12cf9300055ad,NPInter binding-site,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:4041233dda932a491d78b89c32109fbe2372f15e167fb0d56d538dd0695690e2,NPInter binding-site,bdde991a41ffa7f13aa88d9a8f16475198456ef2041a1b43efcdda931ef61269,825
PAIR:3fe46eb6fe835dfa4693360e9944e0abf7852d4f3f284e39b746651dad07e4ba,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:cc1ba28adc1f1a26ea749b138e4b8e91dac2c28d6030528ef39f401a5d390794,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:8d6b8a1a4540b86d68fb61753e9fc48fbb5e5c11afea2a08fc5f0b67772c4218,NPInter binding-site,72d8d68f6efa5b8d5ade4b8102589c310eaa34c382913d2db4228f2fac459841,1246
PAIR:424cad99524283307c1c2f679361697bf94cd48caee69d9dd20948ee8c428fd5,NPInter binding-site,1de29d2a5450b57954d6324ba900569207a68bcd2f7c3e2e316ea1be2b8efac2,360
PAIR:ccc111b3631ee6679123067212e15db5f4474a05affa8610ddc8987b21a00f15,NPInter 主表,77f7198048a5553899c0174d2127b6bd97db77da1a66f745e8f05adfbad8541d,1133
PAIR:920bc46975f5b2e59853752fd11d9cb54fdfa1235a796218623d00cf87fab59e,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:35b95e3bec0a67d9674449f3c1edf492b482b8ae26b8bdc00746643bed0eeae0,NPInter binding-site,e442055eb19ec012a61b997be429d4b1a165fb5610b4e4564c3884fa8e80314d,372
PAIR:284525f4870299275d5759115ae3f5da327de73e2b34d0ba31c581323cc30938,NPInter 主表,c5e427829de9c231bddfb5f5c2e6e57b8486424a76f39c5fc391f17f1b944bb8,699
PAIR:b6aacecf20aed79277a8f80c8f5f4fdfeefb2923386cfdeb95d04719c0746591,NPInter binding-site,bdde991a41ffa7f13aa88d9a8f16475198456ef2041a1b43efcdda931ef61269,825
PAIR:995192a8bbe812a907143a528820532e017b20a0608a9c330d5237b68b368aee,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:d81ecc3d36117bbd1057f4802ab5d25a68fb825271e876c841fa3bcc8ee0392d,NPInter binding-site,aab0c76ff7fdae28f6d15b03443a997f6fbc7bc2c273a07a5fef73bf60c1910f,557
PAIR:6fbfbe8b94898cdd537f41813d0c2bff62b484b1ccf085089455a14e75985c87,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:b3ea0f70ded96dd7307b6c84b183d2cbe1c67ff964cc482fc44ffef3ef74022f,NPInter 主表,df365308c4ad893dc5c4da54a79349e16c11f8c1194b238e0a16b4d544802073,282
PAIR:cb52fb57484ba98bc36052d79596037df84e0a00962615620129824eef27c3a8,NPInter binding-site,bdde991a41ffa7f13aa88d9a8f16475198456ef2041a1b43efcdda931ef61269,825
PAIR:f3875c7df1b7a534a04a87a70a30c809eb2416998b1ff383f0d158bf3cc187dd,NPInter binding-site,f4773c1f8040890d506a167b70759e2a084bbfa1c1606db2ba105c4878e4c798,579
PAIR:3d67d368bb20f62d3b9ffc313fdfa8badf01d2c5f5809a21c6ad569056c4b539,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:82d21ededdcd80bbea754c3fbf29ccdcf97fd052943cf321ba6f2c744ebecbd8,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:8226566c80ff6b0d2f103fa19d953ba09f54dfab461e294ae1af1b65f26b527e,NPInter 主表,397622d5ff2988e126c7e2ccbe437afbca51eb628e975c2d18c852b58488cf2a,319
PAIR:0370906341162429cab6e84ad289286e707872f10f681cf625083e8da5516aa5,NPInter 主表,f4851453d4de4ed2f0aea46c1a82752be0139b026f62c7aa7875fff0028414d6,953
PAIR:348bbaec0082b5e17b656ab57fe465faf312e9985721819fef40d4832b362ae7,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:39f00074f0dff83493522a41938d1288b4d13d634d9c616aa36daf0c5bd66003,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:40ca6b4eb592865a71304b704a0a4c423fdda8512c3aad3f80ad7e197033d2ec,NPInter binding-site,16353fe958a32dd95bb36c2709d21f03c58ccb8f70d301f87027e47ca5c593ba,786
PAIR:7086a22aa3e10e6d89a14caa4ed5cd1db109c15d3b258cfa6a43f4c88c2006ac,NPInter 主表,205c68016d18020775123bd260c1e56d2781094bb7da8f69639b85c3a6a52c0c,1123
PAIR:99d9921fcb639d333dda43764113da978130fcb9866047d9ca46335ad9ba57d1,NPInter 主表,75078f3a53de34edd93133af165bd3d5246d26dddb31ce2037c8b11ac97791bf,248
PAIR:fae87e53c5ee02e0dd2274af7304a78ccbfac2b88377ec22cc46fc05a22455c5,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:55a4f93b524774d5ddf6e3ef7593b4ad6fcebb13b289995ffa53a308a84c3193,NPInter 主表,a5eb2a05bcffda742112224769a5500aa6d81f8494ecef83da7d02966049517f,551
PAIR:f97ef0780fa3bcfd63f11991ea94fd1b60288300706b1b6fe9bb62b68639e052,NPInter 主表,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:62a2f51a9c9c9922e277f34fe713b949f5708fd4c0b95b9b287450e0a442d57d,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:a44cd8aab4f297d3f0b9f06936ba6d233952b03fa8c403432ae7a64159deca02,NPInter binding-site,fd19b5ff83afac35c7eb51d5e79d6991972944391afa5d875bf60ac155f40089,471
PAIR:4baa5fe5cfd33c99bb79011b9d33b7ef302f47323f0b95b112698305f3e7b109,NPInter binding-site,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,306
PAIR:3567fa179c955241b9bacf4f95924f505c1c8249c3a8ac968c35cb9b1c85ae9a,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:8f534396bb595207729c1fc766b7b7d2c499880244f0d039cb7139e3143a3daa,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:04e3051f922207043a8d61543c1327f2ec4391594f03d6bf4877f4de49eaec8f,NPInter binding-site,fe2f58ab5c0d00d21d306407b7b4272c66dcc1e9ad8ed24c8afdd3d8fef67482,619
