rank,protein_hash,protein_name,protein_accession,protein_length_aa,complex_count,source_count,NPInter 主表,NPInter binding-site,NPInter miRNA,RCSB PDB
1130,a43970fc8c86e05514564da45a2916186035a71866c004d780b34942f6007756,5FLX_chain_C,5FLX:C,264,1,1,0,0,0,1
1131,65f4fad0e183213eac78280b80a0137771e9b0be871c5fa15ede5eba3f1e601f,5FLX_chain_CA,5FLX:CA,84,1,1,0,0,0,1
1132,4105ce0c0eed387cfae2969806b360f49cbf5f3b7014b2ea4c6d0dc5a5586ccf,5FW1_chain_B,5FW1:B,1372,1,1,0,0,0,1
1133,4ef87947b823cfd9aeb134b6ebf2690065fbcf5f4371d9030bd6b2efd0196af0,5FW2_chain_B,5FW2:B,1372,1,1,0,0,0,1
1134,aaf92d0bcf7ea4b95d559743908d4edcd462b6fecfc6aac080c7e9c674cf22a4,5FW3_chain_B,5FW3:B,1372,1,1,0,0,0,1
1135,55529dbfeb334ffd4d5fefe4bdea209aca529656dfc938beb16d0de0057a470b,5GAD_chain_KA,5GAD:KA,497,1,1,0,0,0,1
1136,8130123741b0652be55c81eee127c95c6b0bf032edd00e3c9cfecfd645cad09d,5GXH_chain_A,5GXH:A,757,1,1,0,0,0,1
1137,f3ca633c9817ffa0a5fd0f5daf4dbbd0ff343b8230ceafddef9e56d7762b3823,5H0R_chain_A,5H0R:A,1225,1,1,0,0,0,1
1138,aca0bbe347a04507ed94b146960cb0ce23c0f9ffdd79133460bdaef0e9dd914d,5H1K_chain_A,5H1K:A,734,1,1,0,0,0,1
1139,a5163409c2edfd17288df3fe3ba5f50c6d37e20deeb66512533aafe67f7e2fa5,5H3U_chain_A,5H3U:A,740,1,1,0,0,0,1
1140,403d4f5d3686924ec04c864d5a8e51f1be55c5a7f0728d9c34c894d919268f53,5H5U_chain_D,5H5U:D,365,1,1,0,0,0,1
1141,3a4d1ac074cf33ea546db43f28f69e21b5d387d8c47dc1b38fc7aa41b185b105,5HC9_chain_A,5HC9:A,441,1,1,0,0,0,1
1142,1ba7cd6c353e42265191c3caf974f42f73a0160052c2636d252bb7d25fe5fdac,5HJZ_chain_A,5HJZ:A,119,1,1,0,0,0,1
1143,2e6727e95964fb24838bcf1b32c734de66ac7c77da7cab8bd09888e34700c6a8,5HK0_chain_B,5HK0:B,114,1,1,0,0,0,1
1144,c793c4bf661fe40322635dc7d7ce0e130b2f8463755db1fe2cd4f1f60f03943d,5HO4_chain_A,5HO4:A,179,1,1,0,0,0,1
1145,47f75486902bf5bb17f1016c598e8f46f0584c6de17b32f5378de02f18064583,5HR6_chain_A,5HR6:A,406,1,1,0,0,0,1
1146,dec92df1769ca135a9e6b996b7ce13fa0197d2382a7f97c227843a008684a6b7,5HR7_chain_D,5HR7:D,408,1,1,0,0,0,1
1147,7b6d7d48f31e6c98f9bab6e1d6de759ee83296a4b69a37714b1d2251fc1bf780,5HSW_chain_A,5HSW:A,488,1,1,0,0,0,1
1148,e6caf42826992c211bb42b75216b9eac58b1fd2d3ae9c41435984f0a0053d404,5I4A_chain_A,5I4A:A,642,1,1,0,0,0,1
1149,047d947f6ec8572a906f84090e1cd95e37fbc7dd27cae834de5fac1ff401db3c,5I9D_chain_A,5I9D:A,460,1,1,0,0,0,1
1150,1ec8043ac95cb28c87108154e3d84d7b7a110ffa4a53fcb8a4cc2923a6ad65e4,5I9F_chain_A,5I9F:A,460,1,1,0,0,0,1
1151,402dea5b214ac7e757378827b44db146fb452ec4ee329bdf33c3090f2efa0292,5I9G_chain_A,5I9G:A,460,1,1,0,0,0,1
1152,78cab7147c28635f22f1daeb848daff38b3889fb467bd1bb25539cee762aff80,5I9H_chain_A,5I9H:A,460,1,1,0,0,0,1
1153,1dd761c7502975e92ea4da5c78962c0f1f95336927b0a22810c5c754d22d65ee,5IP2_chain_A,5IP2:A,279,1,1,0,0,0,1
1154,9ac69da16c390ab46ebd11f117a259cd053e9dc55075ce13dc2101325493a5d1,5JAJ_chain_A,5JAJ:A,681,1,1,0,0,0,1
1155,a57283d2fda71fb88f05de8d7f20064e0af778e583d789d86eb1f4c17c632e8d,5JEA_chain_H,5JEA:H,316,1,1,0,0,0,1
1156,4c24a30e201a9e23a7f196b342b73b2e24a7687b864c281430e74c04706a7fd4,5JEA_chain_J,5JEA:J,1005,1,1,0,0,0,1
1157,5d8351412cc33ee8f998ccc4a858fb23839223347059937977a373a52ff4f83d,5JRC_chain_C,5JRC:C,219,1,1,0,0,0,1
1158,3a9c6e22a464170e9f721fdbb45fba99a416e66b899118f1d3d09d47cd1e7dff,5JRC_chain_D,5JRC:D,218,1,1,0,0,0,1
1159,c43940556f4f1ad583ad1d6c301ea2f06287d7dc381182c0532f8e6ca0639f5c,5K36_chain_B,5K36:B,250,1,1,0,0,0,1
1160,60a2842a0db863a6564b6af2df28955c49fb03e4f95890e7b90720da658b4aab,5K36_chain_I,5K36:I,296,1,1,0,0,0,1
1161,49a7f8cdaa36cee2060231fc8f5de3d14fb3f2f00637104a33588ded00131c85,5KL1_chain_B,5KL1:B,114,1,1,0,0,0,1
1162,6432690b5e081850b38cb9d4e9a669db8b5fb8e027e7733adc18e1944909adb1,5KL8_chain_B,5KL8:B,115,1,1,0,0,0,1
1163,87bb4a30bdd5fdb42c9ff5b27b7d292ab0d4dc3687711bb78e5661f76c1a32fd,5L2L_chain_A,5L2L:A,77,1,1,0,0,0,1
1164,04d42c8e409159c8e715841b0fdd8ed70aab9605980598f146c6569a1a103f20,5LM7_chain_A,5LM7:A,428,1,1,0,0,0,1
1165,595029fc76139abc66d8cf8a0a55727089af8810d0766334d983bbf072ebfa14,5LM7_chain_C,5LM7:C,108,1,1,0,0,0,1
1166,5efd1562977877f3cbe309175828e34c2c849c879d11db532885eede5f62f8b1,5LM7_chain_D,5LM7:D,89,1,1,0,0,0,1
1167,c416c7debb19a4ece5730e6098b34940f7daf52db6a4273b236adb60a2681e5a,5LMN_chain_R,5LMN:R,88,1,1,0,0,0,1
1168,aa7beb15f9fca54af5dea08185a28d1860891de0f8dd293d069ea09c0717fe7d,5LMP_chain_V,5LMP:V,72,1,1,0,0,0,1
1169,605629f7073245f341c531bd8bf244025568b8d2bed3c3da009d23cf10615f60,5LMV_chain_Z,5LMV:Z,571,1,1,0,0,0,1
1170,d32b32537ae33c3d357de267bc4acff1125f750ee14c5cd47cebb8c091d2436c,5LTA_chain_A,5LTA:A,714,1,1,0,0,0,1
1171,2188c55fd8776f8e5f59274f6c7876ade58f728ef76cc6882f86e5267f626986,5M0I_chain_A,5M0I:A,246,1,1,0,0,0,1
1172,846fde06850e23fe14baec4b934f9bf943b2c952a8aebd548a709d40a71eb9a7,5M0J_chain_B,5M0J:B,328,1,1,0,0,0,1
1173,38cdec98e1031a79b4352e8d097d85ec61c00df75972a80906e1e7b099b64782,5M3H_chain_A,5M3H:A,728,1,1,0,0,0,1
1174,68f80d3d6fd9f26879523e7d50acb282bbface1af150dd6d19e3487062fcbdd9,5M3H_chain_C,5M3H:C,797,1,1,0,0,0,1
1175,d1c034cea658dfe7f6bf85bca2f15a933df67293aba18ce3711b3932033a744e,5M73_chain_C,5M73:C,203,1,1,0,0,0,1
1176,553ade709b2aad6c664d8fee7ac16bfd65e084a6a3696adbc55fe0a1105f6fb1,5M73_chain_D,5M73:D,158,1,1,0,0,0,1
1177,c15b63caabe48e832c3ea26d9ca97597fb455d925b6a5b0e21d31da3246fd722,5MGP_chain_DB,5MGP:DB,359,1,1,0,0,0,1
1178,451805cfe70c4fc7a9a3da2e54881ed43f9c6502f5dee58898571c719242de46,5MGP_chain_EA,5MGP:EA,66,1,1,0,0,0,1
1179,de8ea789160c0ae3dfc57790a3485f576ac296b53cab9e0cf4c10bddf1ed7cca,5MGP_chain_N,5MGP:N,116,1,1,0,0,0,1
1180,01c942c8dad5444e7a2a5bf61f5b05ee87ddaa0030fb3c1e3a8136f1120cf803,5N8L_chain_A,5N8L:A,215,1,1,0,0,0,1
1181,cae2b1d5f2b2f6b2f6938062bb671bb05b8d62cf029e61ab8f4b41b6e2540ec4,5NS3_chain_A,5NS3:A,177,1,1,0,0,0,1
1182,6fb0c5f200eb03c449a6d9ed2185c3addfd1c49a65a95cbfd250b56ec8f3cd28,5NS4_chain_A,5NS4:A,178,1,1,0,0,0,1
1183,0c872aeb59d60ef4e954918c34ab25425305359bbfcd87f5691e988ca7209902,5O1Y_chain_A,5O1Y:A,180,1,1,0,0,0,1
1184,1dc5245abe57aba11c490dae7ff13e874036eb37d639821d9c411e0c245fd1d0,5O6U_chain_B,5O6U:B,182,1,1,0,0,0,1
1185,ae62d4bd3b1f30ad350f906eea8851770d8af9bc3d4b2b0bdfc2b274088a4c07,5O6U_chain_C,5O6U:C,315,1,1,0,0,0,1
1186,280de6f905641eff8bb147038ceb1945f21e62c34d105ceab98370ff73cf487c,5O7H_chain_B,5O7H:B,173,1,1,0,0,0,1
1187,78a891bf286b84df775051f32b2d545cab21476017162f05108d82d5ed896670,5O7H_chain_C,5O7H:C,325,1,1,0,0,0,1
1188,5fa9209afd4490c23ad9ca121d82b1621a0246459bf07e693c5b2972d8adf33a,5O7H_chain_F,5O7H:F,356,1,1,0,0,0,1
1189,393e19b3d75f38d7067877030aa6c260725dd7938ab39c9a0818f423c50b7021,5OA3_chain_A,5OA3:A,584,1,1,0,0,0,1
1190,96955ae44f8007bfbd3148e9332055cd4058de4a5ef12a331febfbeba7904147,5OA3_chain_EA,5OA3:EA,101,1,1,0,0,0,1
1191,907eae100f964bc5f65811760219015c21756394d41e3b22facc4ba38bf23dbd,5OA3_chain_FA,5OA3:FA,82,1,1,0,0,0,1
1192,ad064f55455fa57b6f3d160f98f91e3af879f5bf163a30988a3dc1b605fa229a,5OA3_chain_GA,5OA3:GA,61,1,1,0,0,0,1
1193,0c89ed8d79dfd63cd6b744a93f6bfd8faba495187001663ea29b5761d11b2b5b,5OC6_chain_A,5OC6:A,120,1,1,0,0,0,1
1194,6bcbd7863ea7ba3e9298c1ee28ac2d45895569280483dfcf83f35befd0e8cb42,5OLA_chain_E,5OLA:E,1088,1,1,0,0,0,1
1195,cc199ea035d9e8798ca2d8fd51849660dc732cb539663ce7bfa08d48e3651d8b,5SUP_chain_A,5SUP:A,390,1,1,0,0,0,1
1196,4912168532f2c048c5207316209227687c932c5e973ffc83d67b095dba9be5b9,5T16_chain_A,5T16:A,276,1,1,0,0,0,1
1197,e9b7ceb945f144bb4c0dd499b1eac0f042bba2ca6644f5ad50a82e91e1e3ee4d,5T16_chain_C,5T16:C,119,1,1,0,0,0,1
1198,fdb68c9953e276ab2ad70ff19630d42491bea5b2abe4c86fab40876a389f9e76,5U0A_chain_A,5U0A:A,232,1,1,0,0,0,1
1199,ba4780d2c0fce0ee64f64c2ab9586f3d3d2da821f12cbcc88217de75f625ea6f,5U0A_chain_B,5U0A:B,549,1,1,0,0,0,1
1200,fa9f6b784f051233c20dcf478cf002cf889c08244de31abd18dcc52a0e908efb,5U0A_chain_C,5U0A:C,373,1,1,0,0,0,1
1201,6102015690b1332502e521f986ebf9c9ac667a199069a1a56049c01787144096,5U0A_chain_M,5U0A:M,254,1,1,0,0,0,1
1202,d0c7294a90a62a753e3ea5979361419eee9705ad0338b8e6201b0627fdf55dbd,5U30_chain_A,5U30:A,1172,1,1,0,0,0,1
1203,52e562518462ee64fc4728de93d460827bd9235502d5bc56c15749c0e30847ee,5U33_chain_A,5U33:A,1130,1,1,0,0,0,1
1204,b3b7f14b4f521b06df55833bcff2ef1eb2f5639cacf0483fd9d41f4413fd139e,5U34_chain_A,5U34:A,1172,1,1,0,0,0,1
1205,8d6cd144e0507fdaeb30c4dc9fdb3d15420a94317f978b169c465069a154171d,5U9B_chain_A,5U9B:A,92,1,1,0,0,0,1
1206,4d4d8763cf5a2e8042e3d766bc443af39bd8aef5e4f1851fd033738242926b70,5UD5_chain_A,5UD5:A,109,1,1,0,0,0,1
1207,ffd0289e1ae2420fd5b1045ce166df1f115ce3c1754d8845e22002961ed7cc37,5UDZ_chain_A,5UDZ:A,148,1,1,0,0,0,1
1208,684b043f8228cf128373cb998a0660edc9c20da690ed12f96a105ef9cad1973e,5UKB_chain_J,5UKB:J,423,1,1,0,0,0,1
1209,ba92643ea4d400a74319da3a44dbbb5689dadb621c86426cca569a5cff58b9f4,5UX0_chain_A,5UX0:A,642,1,1,0,0,0,1
1210,999033f11737d345610d1579e250a3a5e43fe65b64590525978fa533ad7fbd66,5UZ9_chain_A,5UZ9:A,434,1,1,0,0,0,1
1211,f0f71f28c79234d487ebb58c02e0381c4e5e003906e2eb7c26e142a29370678a,5UZ9_chain_B,5UZ9:B,327,1,1,0,0,0,1
1212,1a5dc6cc46b298cada7f696e7fbd131f3602f3d9bac9c9e0c70d9050ad4b1276,5UZ9_chain_C,5UZ9:C,341,1,1,0,0,0,1
1213,ae2dcd191764d514659cb52b35dfb642f0f8521263ca19b3fa398af83d576d04,5UZ9_chain_J,5UZ9:J,77,1,1,0,0,0,1
1214,fe53c9ac30233dd703a9ed53a818c2ab89c6848d348d6567ff1a74e23bf78839,5UZ9_chain_L,5UZ9:L,189,1,1,0,0,0,1
1215,b1b40bc3a635a6a1fe08b3b1d3c372c008e5398c39e25c23dcce5406ba8bf37f,5V6X_chain_A,5V6X:A,109,1,1,0,0,0,1
1216,cc94a98c7b402c960d82a2502653a0db820b08dd1c8ad5a71cf2beab008871d3,5VOE_chain_A,5VOE:A,233,1,1,0,0,0,1
1217,cdc17a291fffe3092eca065bd0c0093c59d37eeecd1e4acd68a551a7cad34c42,5VSU_chain_A,5VSU:A,452,1,1,0,0,0,1
1218,89e5b696cc0f0903becf8700c78e529d27eab34a328600ad4949f1d6fc5b7f24,5VSU_chain_B,5VSU:B,98,1,1,0,0,0,1
1219,380ac5296d1e1f8f9d07c7007932ff9893527fb6056d562109cd044f3a896262,5VSU_chain_C,5VSU:C,92,1,1,0,0,0,1
1220,1b7aaf07344c494ff85faafa559e478e8b82898282b6385631c49ce0e7856e55,5VSU_chain_D,5VSU:D,96,1,1,0,0,0,1
1221,9d9053fc4fe4193672ae9538fc87a382cb4d0764f0bac6eafceefc844548d8d8,5VSU_chain_F,5VSU:F,88,1,1,0,0,0,1
1222,f6beff9978657e9b5f0460ec8873a7e2656f809e0a2300b4a68699525cc64898,5VSU_chain_H,5VSU:H,111,1,1,0,0,0,1
1223,1c81ed45ee40b3a1004695d5d83316b5dd4ad1667a26256f3ac7f9fa90564d31,5VW1_chain_A,5VW1:A,1370,1,1,0,0,0,1
1224,e2424ac54420f01eeb1552a5efaacbca33085feb1f8114e2dd52d400c06d41e3,5VZL_chain_B,5VZL:B,1369,1,1,0,0,0,1
1225,917a22b52652796ff06acb89633fb995c50934d332d8b03816c8402c49a74241,5W0O_chain_A,5W0O:A,389,1,1,0,0,0,1
1226,d7d38235a7cb430506d8bebca97170c3fe85dbbbc06130eb3a62cdfb4be4e3ec,5W1H_chain_A,5W1H:A,1440,1,1,0,0,0,1
1227,01463e75ff44a5022ce4af68bc1739d880226b3b6082d4f93abb9d8a0497251e,5W3V_chain_A,5W3V:A,215,1,1,0,0,0,1
1228,a3838233b1b8fc0b96b54a2a6fb3e87a7bac4d7b04b8f8a2b87f201f4165a8b4,5W3V_chain_B,5W3V:B,217,1,1,0,0,0,1
1229,6c6238ce3df8a0730a750c002381624b18a9118d769139354008a70ca5ac7ee5,5WLC_chain_AA,5WLC:AA,594,1,1,0,0,0,1
1230,7f386305cac8452dc298e191f911100c3558de8197b20c09c8eb912238f25c52,5WLC_chain_BA,5WLC:BA,939,1,1,0,0,0,1
1231,91017eb67c5c7eed769df6adc05abd362effc6829844c2c22a7e94489be985cf,5WLC_chain_CA,5WLC:CA,489,1,1,0,0,0,1
1232,0b8d4e8ec034bbe7e38401be0db088e127c66d44ef0872e7474c7aa39df06ce9,5WLC_chain_EA,5WLC:EA,554,1,1,0,0,0,1
1233,93d2bdb8daa72d86eb1f63ff7805850a8cc90e0bcd7a8c72e203a39883cf5f4c,5WLC_chain_EB,5WLC:EB,189,1,1,0,0,0,1
1234,e3de51e9620ee30757995c3a34334d5f8b693f2fc007c0b0e437c38ce639b2ee,5WLC_chain_JB,5WLC:JB,217,1,1,0,0,0,1
1235,3b4046cd0d3d0c719c1957971604f267a12e9b08fae3dfd14457eadc8cb721f9,5WLC_chain_KB,5WLC:KB,145,1,1,0,0,0,1
1236,1245ee2f7cd83f9369a6d49b5bf35022d2741b637b7851a33541728b4662e659,5WLC_chain_QB,5WLC:QB,250,1,1,0,0,0,1
1237,a1522f5f794bdfcd1daf2f6cc27f18008a39cec9d87ee10935e6e31b5feae501,5WLC_chain_VA,5WLC:VA,327,1,1,0,0,0,1
1238,a483c6065162d6202fd56b069eaa00b4eb1f0edf65e3599160b9781ea59d6eb2,5WLC_chain_W,5WLC:W,923,1,1,0,0,0,1
1239,e1e8b050a66fb1a2fde90dce8f8f9ad7084a6275357e328e505e7d6690636fdd,5WLH_chain_A,5WLH:A,1440,1,1,0,0,0,1
1240,eb11691204974f135ad66fc27a8fc3a0c65b0fb0717d2740baa357e37dd3bc77,5WQE_chain_A,5WQE:A,1179,1,1,0,0,0,1
1241,c769fe17b50822c5f1ac769bda1a8271d1e9df0ebf43d86fb377981d83b40c6a,5WT1_chain_A,5WT1:A,333,1,1,0,0,0,1
1242,643b28ff59878379224db8e994c7e0343be94833c36ca4ccdd3050c8cc6f3967,5WTI_chain_C,5WTI:C,1108,1,1,0,0,0,1
1243,db7b240d4febff423bf2f1edf20e57ce5f416c9b2a1037075da9b117ed22b9c8,5WTK_chain_A,5WTK:A,1397,1,1,0,0,0,1
1244,dd8897fdce396bbc03cd309c3c205ffb2a6b707ca067325b14de9f9e5203c1ff,5WTY_chain_A,5WTY:A,587,1,1,0,0,0,1
1245,9d3ea3b15fbb14f228db98191a725621d524638decbd3a54b10a41a066c53e46,5WWR_chain_A,5WWR:A,477,1,1,0,0,0,1
1246,13bdec7c3df72d8de817b8462615d53aa10ad40d911f7bd0be8c3a62b0b44101,5WZK_chain_A,5WZK:A,546,1,1,0,0,0,1
1247,d365f1463553a9a85bfc29acd625730631a7bf0f66ef95c819a28bf2d390587d,5X2G_chain_A,5X2G:A,835,1,1,0,0,0,1
1248,0f3c96734e3b3b02d8fa3a9fb871df1877592d7e905c1778da5d7307f7e2d477,5X6B_chain_A,5X6B:A,419,1,1,0,0,0,1
1249,2c6836f9b33df86f978fee71e6645c61982ebae21637e087df21dd15098f674f,5X6B_chain_D,5X6B:D,216,1,1,0,0,0,1
1250,49faa0f47d4158fb4d6855996bb6296eec2b5526e7c95f430433c754b3f823a7,5XWP_chain_A,5XWP:A,1202,1,1,0,0,0,1
1251,1b9a52e86192da054846a195a8f90d7898ad5ff887170efecee8027ad4471db6,5XWY_chain_A,5XWY:A,1159,1,1,0,0,0,1
1252,3bab9ce6080a15e3e56a00241dcebb7a255d7fdc487e0f4d0df2b9a6fd909448,5XYM_chain_AA,5XYM:AA,88,1,1,0,0,0,1
1253,718e9228d3ef6d3842b1008ed1dc4c83eb01678d940248648ec53bdb606cc967,5XYM_chain_DA,5XYM:DA,61,1,1,0,0,0,1
1254,ab135a3ab31138b7166c4d7aff422ff4c71ddac95cd0adaeccbf38c1c86e37f4,5XYM_chain_K,5XYM:K,187,1,1,0,0,0,1
1255,7c8e051ae835a2081d95b056c7bb4ddc15843901cdbbfbb8fc8023253a68f9fc,5XYM_chain_Q,5XYM:Q,138,1,1,0,0,0,1
1256,a0ded05aef4c184a960ce68749371349b053bf34b93fd3d3bbd76f490da9b05b,5XYM_chain_S,5XYM:S,127,1,1,0,0,0,1
1257,aad165e2167bdf1ec573f7641e8275f45a105f6976e5eedbf1403a79182a8f6d,5XYM_chain_Z,5XYM:Z,215,1,1,0,0,0,1
1258,b83d25af8036be92d3f357aa1f7d824b62898eaecf29bb775bb2ac47965c170c,5Y58_chain_A,5Y58:A,575,1,1,0,0,0,1
1259,82a76f3b137169899a07914e35c8795e1adcb33c04e1ad4030a2dbbbbe915999,5Y58_chain_B,5Y58:B,628,1,1,0,0,0,1
1260,b9ddb8cfbcb0e4e7759da3c039ba997b374d79b292aa294ed84e7c736a19566d,5Y6Z_chain_A,5Y6Z:A,468,1,1,0,0,0,1
1261,901e0073f8c1788452588daf8530e506eb28a6f1b1153f7b5949d33e8a0286a1,5YYN_chain_A,5YYN:A,586,1,1,0,0,0,1
1262,db153ca7d6c2f290386de939caee9ae18a448340ba4acffda192e553d433bb19,5Z98_chain_B,5Z98:B,185,1,1,0,0,0,1
1263,ad8ea2b8f27168b842ea924532177ccf4c9bd357f53caa52fcad09d050cdb4f2,5Z9X_chain_A,5Z9X:A,409,1,1,0,0,0,1
1264,c942688c6acdb4021d48bb47a25d13250880b56bb2222feb837dec0e331d7300,5ZC9_chain_A,5ZC9:A,394,1,1,0,0,0,1
1265,2af210ebdc5e49e9db4f11ea4c0865b5c8117870dd4d663216e41efb88e9c9e8,5ZKJ_chain_A,5ZKJ:A,348,1,1,0,0,0,1
1266,85f587bffe6bab9a092ae51c1ddd4f5bd4addd0571ed51d1c9eeaba518fd7c9d,5ZTM_chain_A,5ZTM:A,264,1,1,0,0,0,1
1267,1ca20ac13916c94674b305f89324555a87bd942a6e3034c76e86587d6a494582,5ZW4_chain_A,5ZW4:A,225,1,1,0,0,0,1
1268,f445d68f235605ae6ec1f98579c9b7302b56387f9f5dc047203f1be816d3bfa7,5ZWM_chain_AB,5ZWM:AB,266,1,1,0,0,0,1
1269,2ea25057732aa1f9986fae8911bbe8b83192454d0e37e6ef698ab312e4d4a6e2,5ZWM_chain_UA,5ZWM:UA,436,1,1,0,0,0,1
1270,dbfd3964a36d27208d673a9b2afdf03e71d18b1364d26582e21c1faa22a31464,5ZWN_chain_D,5ZWN:D,231,1,1,0,0,0,1
1271,bd2e448c471bb48179426f72dad1e234aa1780517cc6c7efc106499aa156805c,5ZWN_chain_R,5ZWN:R,261,1,1,0,0,0,1
1272,508975572f59cb1cec6dfe56f37e294a5806db2504143fe1d263e517a05f98e3,6AAX_chain_A,6AAX:A,319,1,1,0,0,0,1
1273,2068aaf7f3784e78dd571c7dc79d2f0a5dbcc0906736db545718bf01a61602ac,6AAY_chain_A,6AAY:A,1258,1,1,0,0,0,1
1274,2b1745346e4e3030ccc30499c60342713dc90fd99785ef42175f42d77a16dbab,6AEB_chain_D,6AEB:D,1368,1,1,0,0,0,1
1275,4dea0564525c95c472c9377ba2c61ec8ba4b744953181c948438f553a7e7a9ff,6AGB_chain_C,6AGB:C,195,1,1,0,0,0,1
1276,62c36caa647eca56d1f52d703423f126e8543134f51b367979e318686d163f81,6AI6_chain_A,6AI6:A,1372,1,1,0,0,0,1
1277,10c6cb2fa1af764ac8e6ffa7db607cfbf9f1c7d2f371bbdc76162b2fbdd557e7,6AJK_chain_A,6AJK:A,320,1,1,0,0,0,1
1278,2f7b1972c154f717ccff2a62645ca24a06d3860d0b586e47e9a7b2a12ab84d89,6AR3_chain_A,6AR3:A,442,1,1,0,0,0,1
1279,ce8988c61ce046d7837f4f4e1961735ce70b3a8c48d153628b8509217e232b72,6ASO_chain_A,6ASO:A,424,1,1,0,0,0,1
1280,2ede5bc00f1ce5b06b6f9f9a70071d618cc07a64527f4daa5ec49d35c1cc6ff9,6ASO_chain_C,6ASO:C,97,1,1,0,0,0,1
1281,d1e4c63d93deffdbdfbf57a1326f5cf639b5f74c270d7f248f1c0b2dd353b749,6ASO_chain_H,6ASO:H,115,1,1,0,0,0,1
1282,7bf4ddca665f7219e216a282b068134c59a435a391d86fd30cca569b7b1470e0,6B19_chain_A,6B19:A,570,1,1,0,0,0,1
1283,ed2a8887c5e2c73dceeae4a99d1d373781b492cdd0214946990a189c22c7eaf4,6B44_chain_A,6B44:A,436,1,1,0,0,0,1
1284,6b68d69772bad9a581683476bfc8d355b95af64994cb7e11b60e2444ce27e5fb,6B44_chain_B,6B44:B,329,1,1,0,0,0,1
1285,e6d4d59599ca5e40640611e2012736e90392dc117a5d3099480aae9009101e13,6B44_chain_C,6B44:C,344,1,1,0,0,0,1
1286,19734c704fd58084f50c185144ab3177dc17352b62a59b01ee192db1d2874d58,6B44_chain_I,6B44:I,189,1,1,0,0,0,1
1287,9ddff7847e5c3eb9348ede4b95560052f570bf0e646d496945f4f889c93b0ba5,6B46_chain_G,6B46:G,80,1,1,0,0,0,1
1288,105482ce9a54b6506c68de1fcea7a27fe3d83037fe3d6fb72faea49b8e13bfe1,6BJG_chain_A,6BJG:A,172,1,1,0,0,0,1
1289,ceb93317275b778605cf87df4b68bb53f4be1532892e309355ffe6542489e1b6,6BJH_chain_A,6BJH:A,172,1,1,0,0,0,1
1290,eb5aacfa068c52e5b21fae3254b2facf575922eb129a03572df6ed4daf555a3c,6BU9_chain_A,6BU9:A,1724,1,1,0,0,0,1
1291,c498dd3769c6be6a51a2d3545e5eb21730044b71671ab324ce276af86fd14246,6BY1_chain_NA,6BY1:NA,206,1,1,0,0,0,1
1292,7f6d168c7ff4b56d0e689218be9810f2875276166e158a33393352f3764a6720,6BY1_chain_PA,6BY1:PA,150,1,1,0,0,0,1
1293,9cefe388a338fd6a85c1dfe4abccf2b1b0771417f84f53170a2eb328d698a667,6C5L_chain_Y,6C5L:Y,359,1,1,0,0,0,1
1294,660ac0f55c15e04aef570e9c483c7ac5e1e4c0bccf2baf7cf0e7942f520538af,6C6K_chain_A,6C6K:A,465,1,1,0,0,0,1
1295,4521bb97aa15a2494ae6c305613d71a198f4cd9bae5feba763b13f8871e8bac2,6CF2_chain_C,6CF2:C,93,1,1,0,0,0,1
1296,650830d55b412001650aeb3a4559c90ccd1fe82510db6151a5d73364d00e8434,6CMN_chain_A,6CMN:A,119,1,1,0,0,0,1
1297,aaf514086e413f3f24d342d9beb14cca124c453936d3e5bb3d793f2594ac64b6,6D06_chain_A,6D06:A,403,1,1,0,0,0,1
1298,26ef18f1c0b7af38421236183edf981ee5f0820d00c63f490b657889b905f30d,6D12_chain_A,6D12:A,117,1,1,0,0,0,1
1299,b13ee5eb3402d3f24bd0795b0211c919a8718c586b90165e4a3548603bad21f7,6D6V_chain_B,6D6V:B,1117,1,1,0,0,0,1
1300,15936be6dbcb999ad0183a694ae461a2a8e21ad83cc9de7341b882ea3dfacb23,6D6V_chain_G,6D6V:G,542,1,1,0,0,0,1
1301,fb1f512a1d7b0cb7f613ba50a58152434b12c27368914850b54388a81233cb68,6D95_chain_A,6D95:A,758,1,1,0,0,0,1
1302,6760d5851f962112d70223c8bfcfcd3826ae7433d9e3959f6e1cac9716bc6d84,6DB8_chain_C,6DB8:C,212,1,1,0,0,0,1
1303,79abf2c2e09722e7f35b84bbe84c9049e3dd07ed5e214204eab1e9e495363239,6DB9_chain_C,6DB9:C,214,1,1,0,0,0,1
1304,9a51cec5b2a5d7ccc8d2eb3eb74c2386e753b6e1a889d32098c0a5ae0038ff17,6DCL_chain_A,6DCL:A,191,1,1,0,0,0,1
1305,c5d5c918ee7db5937d666ff233ab8901b592334686a2e859e6ad706c45631fbd,6DT8_chain_A,6DT8:A,269,1,1,0,0,0,1
1306,77bf4b856225346fff0b125fbefa01229ab6f8124018960086d82b28f8286fc0,6DT8_chain_B,6DT8:B,404,1,1,0,0,0,1
1307,7cd538efb70212616d7580c606474385c574bbb57fb85bf604ca4f6b4a1eb406,6DU4_chain_A,6DU4:A,313,1,1,0,0,0,1
1308,d89bbc8e954e0babd7dcd1644e66857944970af4442f49637cb6ff4a05286cae,6DU5_chain_A,6DU5:A,329,1,1,0,0,0,1
1309,78addcf8ece2d8b32a446feb6d19f50c8dec1b007d3bf41a057303817f90e66f,6DUQ_chain_A,6DUQ:A,422,1,1,0,0,0,1
